"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","GA Sessions","GA Bounce Rate","GA Page Views","GA Avg Time on Page","GA Transactions","Clicks","Impressions","CTR","Position","URL Encoded Address"
"https://www.crohnscolitisfoundation.org/diet-and-nutrition/malnutrition-and-ibd","text/html; charset=UTF-8","200","OK","","","Malnutrition and IBD | Crohn's & Colitis Foundation","51","449","Crohn’s disease and ulcerative colitis can impact your body’s ability to properly digest food and absorb nutrients, which can lead to malnutrition. Learn how inflammatory bowel disease (IBD) affects your nutrition and what you can do to maintain a healthy diet.","261","1629","","0","Malnutrition and IBD","20","","0","Breadcrumb","10","Malnutrition and the GI Tract","29","","","","","","","","","","","","0","","","","","","","","","","0.396","Fri, 07 Feb 2020 00:31:00 GMT","","","6307","63.41","13325","00:03:05","0","176","14374","0.0122","16.17","https://www.crohnscolitisfoundation.org/diet-and-nutrition/malnutrition-and-ibd"
"https://www.crohnscolitisfoundation.org/support-group-madison-wi","text/html; charset=UTF-8","200","OK","","","Support Group: Madison, WI | Crohn's & Colitis Foundation","57","524","We meet at the UW Digestive Health Center - Room 106
750 University Row | Madison, Wisconsin 53705

Join us on the second Thursday of every month 5:30-7p to discuss a variety of topics including:","195","1270","","0","Support Group: Madison, WI","26","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","0.392","Fri, 07 Feb 2020 00:31:00 GMT","","","12","75.0","41","00:00:33","0","0","49","0.0","33.37","https://www.crohnscolitisfoundation.org/support-group-madison-wi"
"https://www.crohnscolitisfoundation.org/support-group-seattle-wa","text/html; charset=UTF-8","200","OK","","","Support Group: Seattle, WA | Crohn's & Colitis Foundation","57","518","1959 Northeast Pacific Street
Seattle, Washington 98195

 

ccfa.seattle@gmail.com
Meets: Last Tuesday Monthly, 6:30-7:45 PM

 ","127","800","","0","Support Group: Seattle, WA","26","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","0.245","Fri, 07 Feb 2020 00:31:00 GMT","","","22","40.91","115","00:02:53","0","0","145","0.0","37.53","https://www.crohnscolitisfoundation.org/support-group-seattle-wa"
"https://www.crohnscolitisfoundation.org/get-involved/become-member/professional-membership/early-career-membership","text/html; charset=UTF-8","200","OK","","","REACH-IBD: Rising Educators Academics and Clinicians Helping IBD | Crohn's & Colitis Foundation","95","880","REACH-IBD is an IBD-focused platform for junior faculty, fellows, and post-doctoral scientists to network, educate, collaborate in research, and promote career development.","172","1091","","0","REACH-IBD: Rising Educators Academics and Clinicians Helping IBD","64","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","0.231","Fri, 07 Feb 2020 00:31:00 GMT","","","240","44.17","917","00:01:34","0","3","112","0.0268","10.55","https://www.crohnscolitisfoundation.org/get-involved/become-member/professional-membership/early-career-membership"
"https://www.crohnscolitisfoundation.org/complementary-medicine/probiotics-microorganisms","text/html; charset=UTF-8","200","OK","","","Probiotics and Microorganisms | Crohn's & Colitis Foundation","60","541","There are differences in the intestinal microbiota (microorganisms that live in the digestive tract) in IBD patients as compared to those without IBD. Those with IBD have less microbial diversity and a loss of beneficial and anti-inflammatory bacteria.

Good bacteria are beneficial because they keep the harmful bacteria in check. If the balance between the two is thrown off, harmful bacteria may overgrow causing diarrhea and other digestive problems. That’s where probiotics come in.

 ","490","3047","","0","Probiotics and Microorganisms","29","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","0.41","Fri, 07 Feb 2020 00:31:00 GMT","","","9","66.67","140","00:01:11","0","0","14","0.0","63.64","https://www.crohnscolitisfoundation.org/complementary-medicine/probiotics-microorganisms"
"https://www.crohnscolitisfoundation.org/about","text/html; charset=UTF-8","200","OK","","","About Us - Foundation | Crohn's & Colitis Foundation","52","468","The Crohn’s & Colitis Foundation has been a leader in the IBD community for more than 50 years. Learn about our mission to cure Crohn’s disease and ulcerative colitis, and to improve the quality of life for all children and adults affected by IBD.","247","1542","Annual Report","13","","0","","0","Uniting to Care & Cure: About the Crohn’s & Colitis Foundation","62","Annual Report","13","","","","","","","","","","","","0","","","","","","","","","","0.076","Fri, 07 Feb 2020 00:30:32 GMT","","","3609","38.9","32383","00:00:50","0","363","63395","0.0057","1.48","https://www.crohnscolitisfoundation.org/about"
"https://www.crohnscolitisfoundation.org/research/grants-fellowships/visiting-ibd-research-fellowship","text/html; charset=UTF-8","200","OK","","","Visiting IBD Research Fellowship Program | Crohn's & Colitis Foundation","71","642","","0","0","","0","Visiting IBD Research Fellowship Program","40","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","0.217","Fri, 07 Feb 2020 00:31:01 GMT","","","377","71.09","1042","00:01:34","0","1","188","0.0053","34.39","https://www.crohnscolitisfoundation.org/research/grants-fellowships/visiting-ibd-research-fellowship"
"https://www.crohnscolitisfoundation.org/woda-newsletter-may-2019","text/html; charset=UTF-8","200","OK","","","WODA Newsletter, May 2019 | Crohn's & Colitis Foundation","56","530","","0","0","","0","WODA Newsletter, May 2019","25","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","1.296","Fri, 07 Feb 2020 00:31:00 GMT","","","6","50.0","9","00:00:17","0","0","11","0.0","42.73","https://www.crohnscolitisfoundation.org/woda-newsletter-may-2019"
"https://www.crohnscolitisfoundation.org/center-chronic-illness-living-mindfully-chronic-illness-seattle-wa","text/html; charset=UTF-8","200","OK","","","Center for Chronic Illness: Living Mindfully with Chronic Illness, Seattle, WA | Crohn's & Colitis Foundation","109","936","450 Northeast 100th Street
Seattle, Washington 98125

 

Our partner organization the Center for Chronic Illness will host this group; please contact them directly for more information. This group is not run by the Crohn's & Colitis Foundation.

 

info@thecenterforchronicillness.org
Meets: 4th Wednesday, Monthly, 3:00-4:00 pm

 

Living Mindfully with Chronic Illness Support Group

 

Meets the 4th Wednesday of each month from 3:00-4:00pm

 ","446","2742","","0","Center for Chronic Illness: Living Mindfully with Chronic Illness, Seattle, WA","78","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","1.231","Fri, 07 Feb 2020 00:31:02 GMT","","","3","100.0","25","00:01:06","0","0","10","0.0","48.4","https://www.crohnscolitisfoundation.org/center-chronic-illness-living-mindfully-chronic-illness-seattle-wa"
"https://www.crohnscolitisfoundation.org/support-group-kirkland-wa","text/html; charset=UTF-8","200","OK","","","Support Group: Kirkland, WA | Crohn's & Colitis Foundation","58","527","12040 Northeast 128th Street
Evergreen Hospital, Tan Bldg, Rm 121
Kirkland, Washington 98034

 

Please contact the facilitator at lynn.sh@comcast.net to confirm meeting date and to get on the email update and reminder list.


Meets: 2nd Tuesday, EVERY OTHER MONTH, 7:00 - 8:30 pm

 

Meetings are held five times a year on the 2nd Tuesday of the month.

2020 meeting dates: Feb. 11, March 10, May 12, Sept. 8, Nov. 10; 7-8:30pm in Kirkland

 ","443","2824","","0","Support Group: Kirkland, WA","27","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","7.951","Fri, 07 Feb 2020 00:31:01 GMT","","","12","25.0","103","00:00:36","0","0","14","0.0","43.07","https://www.crohnscolitisfoundation.org/support-group-kirkland-wa"
"https://www.crohnscolitisfoundation.org/financial-insurance-information-faqs","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","7.935","Fri, 07 Feb 2020 00:31:01 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/financial-insurance-information-faqs"
"https://www.crohnscolitisfoundation.org/may-tennessee-chapter-news","text/html; charset=UTF-8","200","OK","","","May Tennessee Chapter News | Crohn's & Colitis Foundation","57","542","Cleats for Crohn's & Colitis! 
Ever wanted to own a pair of NFL cleats? Now is your chance! Jordan Wilkins of the Indianapolis Colts has generously donated autographed cleats and a helmet to our chapter. Bid on them now by clicking here!  
 ","241","1505","","0","May Tennessee Chapter News","26","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","8.24","Fri, 07 Feb 2020 00:31:01 GMT","","","6","50.0","34","00:00:13","0","","","","","https://www.crohnscolitisfoundation.org/may-tennessee-chapter-news"
"https://www.crohnscolitisfoundation.org/portland-area-volunteer-opportunities","text/html; charset=UTF-8","200","OK","","","Portland Area Volunteer Opportunities | Crohn's & Colitis Foundation","68","606","Take Steps Planning Committee Members - Manage logistics, promotions, sponsorship procurement, in-kind donations, day of event volunteers and much more. For more information, contact Peggy Merchant at pmerchant@crohnscolitisfoundation.org

 ","241","1588","","0","Portland Area Volunteer Opportunities","37","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","7.896","Fri, 07 Feb 2020 00:31:01 GMT","","","3","0.0","16","00:03:24","0","0","1","0.0","20.0","https://www.crohnscolitisfoundation.org/portland-area-volunteer-opportunities"
"https://www.crohnscolitisfoundation.org/what-is-crohns-disease/treatment/surgery/abscess-drainage","text/html; charset=UTF-8","200","OK","","","Abscess Drainage | Crohn's & Colitis Foundation","47","429","In patients with Crohn’s disease, abscesses, or collections of pus, often develop in the abdomen, pelvis, or around the anal area.","130","813","","0","Abscess Drainage","16","","0","Breadcrumb","10","What You Should Know About Abscess Drainage","43","","","","","","","","","","","","0","","","","","","","","","","0.341","Fri, 07 Feb 2020 00:31:09 GMT","","","2748","64.23","3643","00:02:27","0","92","4251","0.0216","30.02","https://www.crohnscolitisfoundation.org/what-is-crohns-disease/treatment/surgery/abscess-drainage"
"https://www.crohnscolitisfoundation.org/research/challenges-ibd/preclinical-human-ibd-mechanisms","text/html; charset=UTF-8","200","OK","","","Preclinical Human IBD Mechanisms | Crohn's & Colitis Foundation","63","584","Preclinical human IBD mechanisms is part of the five focus areas, including environmental triggers, novel technologies, precision medicine, and pragmatic clinical research, described in the Challenges in IBD Research document. ","227","1439","","0","Preclinical Human IBD Mechanisms","32","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","0.316","Fri, 07 Feb 2020 00:31:09 GMT","","","381","59.06","2084","00:01:29","0","0","162","0.0","32.59","https://www.crohnscolitisfoundation.org/research/challenges-ibd/preclinical-human-ibd-mechanisms"
"https://www.crohnscolitisfoundation.org/science-and-professionals/education-resources/virtual-preceptorship","text/html; charset=UTF-8","200","OK","","","Virtual Preceptorship | Crohn's & Colitis Foundation","52","453","Online accredited program that seeks to enhance physician training in the diagnosis, treatment and management of IBD. Learners will participate in a highly interactive series of online accredited activities that replicate the real-world experiences of a clinician in an interactive format that has been shown to maximize learner engagement.  After completing the online activities, participants will be invited to participate in quarterly live expert CME teleconferences that will feature interactive case presentations and ample question and answer time. Participants will then be eligible for a one-time 30 minute mentoring session by phone with an IBD thought leader where they can ask any remaining questions or discuss specific cases.","739","4594","","0","Virtual Preceptorship","21","","0","Breadcrumb","10","IBD in Clinical Practice: Diagnosis and Medical Treatment 2019","62","","","","","","","","","","","","0","","","","","","","","","","0.284","Fri, 07 Feb 2020 00:31:10 GMT","","","324","59.57","580","00:02:54","0","1","224","0.0045","36.58","https://www.crohnscolitisfoundation.org/science-and-professionals/education-resources/virtual-preceptorship"
"https://www.crohnscolitisfoundation.org/events/33rd-annual-golf-tournament","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","1.454","Fri, 07 Feb 2020 00:31:09 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/events/33rd-annual-golf-tournament"
"https://www.crohnscolitisfoundation.org/crohns-colitis-foundation-launches-new-online-journal","text/html; charset=UTF-8","200","OK","","","Crohn’s & Colitis Foundation Launches New Online Journal | Crohn's & Colitis Foundation","87","790","New York, New York – The Crohn’s & Colitis Foundation is launching a new open access journal to engage, inform, and catalyze dialogue on state-of-the-art, comprehensive care for more than 3 million Americans living with inflammatory bowel diseases (IBD). Crohn’s & Colitis 360 is a peer-reviewed, online-only forum for the publication of novel research and insights across key disciplines in IBD care. As an open access (OA) publication, Crohn’s & Colitis 360 is free and allows unrestricted online access to research outputs with no access fees.","546","3451","","0","Crohn’s & Colitis Foundation Launches New Online Journal","56","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","1.495","Fri, 07 Feb 2020 00:31:09 GMT","","","34","55.88","243","00:01:43","0","0","61","0.0","6.84","https://www.crohnscolitisfoundation.org/crohns-colitis-foundation-launches-new-online-journal"
"https://www.crohnscolitisfoundation.org/events/epicure","text/html; charset=UTF-8","200","OK","","","epicure | Crohn's & Colitis Foundation","38","333","Join community leaders, foundation supporters, and some of the best chefs in Seattle for an unforgettable evening at the first annual epicure, a night of food and drink to fund a cure benefiting the Crohn’s & Colitis Foundation. You don’t want to miss this evening of world-class food prepared specifically for the IBD community, paired with excellent drinks and a live performance from Pearl Jam’s Mike McCready. More details to come!","435","2737","","0","epicure","7","","0","Breadcrumb","10","Sponsors","8","","","","","","","","","","","","0","","","","","","","","","","0.558","Fri, 07 Feb 2020 00:31:10 GMT","","","59","0.0","106","00:02:36","0","0","170","0.0","55.86","https://www.crohnscolitisfoundation.org/events/epicure"
"https://www.crohnscolitisfoundation.org/greater-san-diego-desert-area-chapter-news-august-2019","text/html; charset=UTF-8","200","OK","","","Greater San Diego & Desert Area Chapter News: August 2019 | Crohn's & Colitis Foundation","88","823","Check out our August 2019 Chapter Newsletter","44","299","","0","Greater San Diego & Desert Area Chapter News: August 2019","57","","0","Breadcrumb","10","Crohn's & Colitis Foundation","28","","","","","","","","","","","","0","","","","","","","","","","1.744","Fri, 07 Feb 2020 00:31:09 GMT","","","","","37","00:02:06","","","","","","https://www.crohnscolitisfoundation.org/greater-san-diego-desert-area-chapter-news-august-2019"
"https://www.crohnscolitisfoundation.org/making-impact-havana-nights-gala-2019","text/html; charset=UTF-8","200","OK","","","Making an Impact: Havana Nights Gala 2019 | Crohn's & Colitis Foundation","72","667","Let yourself be swept away by the sights and sounds of colorful Cuba as we celebrate ""Making an Impact: Havana Nights"". Indulge in some of the cultural cuisine and enjoy an exclusive evening of cocktails, entertainment, dancing, auctions, raffles, and a powerful program to combat IBD. Proceeds benefit the Crohn's & Colitis Foundation.

Black Tie Optional

IBD Friendly Menu

Valet parking will be available at the Walton Place entrance

 ","440","2754","","0","Making an Impact: Havana Nights Gala 2019","41","","0","Breadcrumb","10","For more information","20","","","","","","","","","","","","0","","","","","","","","","","8.137","Fri, 07 Feb 2020 00:31:03 GMT","","","115","60.0","190","00:01:50","0","2","51","0.0392","15.8","https://www.crohnscolitisfoundation.org/making-impact-havana-nights-gala-2019"
"https://www.crohnscolitisfoundation.org/events/great-gutsby-gala","text/html; charset=UTF-8","200","OK","","","The Great Gutsby Gala | Crohn's & Colitis Foundation","52","477","Whaddya know, flappers & fellas?

Furs, fedoras, and a trip to the Roar","71","446","","0","The Great Gutsby Gala","21","","0","Breadcrumb","10","For more information","20","","","","","","","","","","","","0","","","","","","","","","","0.393","Fri, 07 Feb 2020 00:31:11 GMT","","","50","32.0","125","00:03:41","0","0","31","0.0","3.84","https://www.crohnscolitisfoundation.org/events/great-gutsby-gala"
"https://www.crohnscolitisfoundation.org/7th-annual-harvest-hops-0","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","1.251","Fri, 07 Feb 2020 00:31:11 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/7th-annual-harvest-hops-0"
"https://www.crohnscolitisfoundation.org/research/post-award-policies","text/html; charset=UTF-8","200","OK","","","Post-Award Policies | Crohn's & Colitis Foundation","50","444","Congratulations on your Crohn’s & Colitis Foundation award! To help address any issues or questions that may come up during the award period, we have outlined the following guidelines and policies for your reference. ","217","1383","","0","Post-Award Policies","19","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","1.526","Fri, 07 Feb 2020 00:31:11 GMT","","","66","24.24","243","00:03:51","0","","","","","https://www.crohnscolitisfoundation.org/research/post-award-policies"
"https://www.crohnscolitisfoundation.org/donate/faq","text/html; charset=UTF-8","200","OK","","","Donate for a Cure: FAQ | Crohn's & Colitis Foundation","53","481","Are you interested in donating to help us fund critical research, necessary educational programs, and vital patient support services? We thank you. Please check out our donations FAQ for answers to questions you may have.","221","1418","","0","Donate for a Cure: FAQ","22","","0","Breadcrumb","10","General Donation Questions","26","","","","","","","","","","","","0","","","","","","","","","","0.252","Fri, 07 Feb 2020 00:31:12 GMT","","","343","59.18","692","00:02:57","0","0","367","0.0","43.91","https://www.crohnscolitisfoundation.org/donate/faq"
"https://www.crohnscolitisfoundation.org/kenneth-rainin-foundation-launches-new-resource-inspire-collaboration-ibd-research","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","1.125","Fri, 07 Feb 2020 00:31:12 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/kenneth-rainin-foundation-launches-new-resource-inspire-collaboration-ibd-research"
"https://www.crohnscolitisfoundation.org/7th-annual-harvest-hops-1","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","6.715","Fri, 07 Feb 2020 00:31:10 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/7th-annual-harvest-hops-1"
"https://www.crohnscolitisfoundation.org/events/young-professionals-new-year-happy-hour","text/html; charset=UTF-8","200","OK","","","Young Professionals New Year Happy Hour | Crohn's & Colitis Foundation","70","655","Get out of the winter cold and join us for some socializing and a drink with the IBD family! Patients, family, and friends ages 21-40ish are welcome. 

Meet us in the Woods Tasting Room at Two Beers Brewing Co for beer and cider.","229","1444","","0","Young Professionals New Year Happy Hour","39","","0","Breadcrumb","10","For more information","20","","","","","","","","","","","","0","","","","","","","","","","6.637","Fri, 07 Feb 2020 00:31:12 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/events/young-professionals-new-year-happy-hour"
"https://www.crohnscolitisfoundation.org/7th-annual-harvest-hops-2","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","8.991","Fri, 07 Feb 2020 00:31:10 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/7th-annual-harvest-hops-2"
"https://www.crohnscolitisfoundation.org/crohns-colitis-foundation-partners-kids-teens","text/html; charset=UTF-8","200","OK","","","Crohn's & Colitis Foundation Partners Kids & Teens | Crohn's & Colitis Foundation","81","725","In July 2013, we launched IBD Partners Kids & Teens, a parallel study of childhood IBD.","87","554","","0","Crohn's & Colitis Foundation Partners Kids & Teens","50","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","6.665","Fri, 07 Feb 2020 00:31:13 GMT","","","","","6","00:00:02","","","","","","https://www.crohnscolitisfoundation.org/crohns-colitis-foundation-partners-kids-teens"
"https://www.crohnscolitisfoundation.org/diet-and-nutrition/special-ibd-diets","text/html; charset=UTF-8","200","OK","","","Special IBD Diets | Crohn's & Colitis Foundation","48","422","Ask your doctor or registered dietitian if a specialized IBD diet is the best fit for you. Learn more about IBD-friendly diets and how they can help you manage your symptoms.","174","1089","","0","Special IBD Diets","17","","0","Breadcrumb","10","Carbohydrate Exclusion Diets","28","","","","","","","","","","","","0","","","","","","","","","","0.371","Fri, 07 Feb 2020 00:31:20 GMT","","","39563","64.51","55165","00:02:23","0","1262","26610","0.0474","7.48","https://www.crohnscolitisfoundation.org/diet-and-nutrition/special-ibd-diets"
